v8-version,6,1,534,50,0
shared-library,"/usr/local/opt/node@8/bin/node",0x100002800,0x100843776,0
shared-library,"/usr/local/opt/icu4c/lib/libicui18n.60.dylib",0x101a8ff20,0x101bb9d39,4322811904
shared-library,"/usr/local/opt/icu4c/lib/libicuuc.60.dylib",0x101ceeb20,0x101d9f210,4325298176
shared-library,"/usr/local/opt/icu4c/lib/libicudata.60.2.dylib",0x101e649f0,0x101e649f0,4326830080
shared-library,"/System/Library/Frameworks/CoreFoundation.framework/Versions/A/CoreFoundation",0x7fff4d84a860,0x7fff4da3d9ac,634572800
shared-library,"/usr/lib/libSystem.B.dylib",0x7fff733f394a,0x7fff733f3b2e,634572800
shared-library,"/usr/lib/libc++.1.dylib",0x7fff73627f40,0x7fff7366f2b0,634572800
shared-library,"/usr/lib/system/libcache.dylib",0x7fff7556eb08,0x7fff7557156d,634572800
shared-library,"/usr/lib/system/libcommonCrypto.dylib",0x7fff75573c14,0x7fff7557cde1,634572800
shared-library,"/usr/lib/system/libcompiler_rt.dylib",0x7fff7557eef4,0x7fff75583a8b,634572800
shared-library,"/usr/lib/system/libcopyfile.dylib",0x7fff7558709c,0x7fff7558e2dc,634572800
shared-library,"/usr/lib/system/libcorecrypto.dylib",0x7fff75590e80,0x7fff755f5ab9,634572800
shared-library,"/usr/lib/system/libdispatch.dylib",0x7fff7569ea08,0x7fff756c99fe,634572800
shared-library,"/usr/lib/system/libdyld.dylib",0x7fff756d8014,0x7fff756f0410,634572800
shared-library,"/usr/lib/system/libkeymgr.dylib",0x7fff756f5a51,0x7fff756f5e80,634572800
shared-library,"/usr/lib/system/liblaunch.dylib",0x7fff75703fc0,0x7fff75703fc0,634572800
shared-library,"/usr/lib/system/libmacho.dylib",0x7fff757046e8,0x7fff757089dc,634572800
shared-library,"/usr/lib/system/libquarantine.dylib",0x7fff7570a26e,0x7fff7570bb42,634572800
shared-library,"/usr/lib/system/libremovefile.dylib",0x7fff7570c944,0x7fff7570dc73,634572800
shared-library,"/usr/lib/system/libsystem_asl.dylib",0x7fff7570f748,0x7fff75724150,634572800
shared-library,"/usr/lib/system/libsystem_blocks.dylib",0x7fff7572685d,0x7fff75726d0e,634572800
shared-library,"/usr/lib/system/libsystem_c.dylib",0x7fff75728100,0x7fff757a918f,634572800
shared-library,"/usr/lib/system/libsystem_configuration.dylib",0x7fff757b1e04,0x7fff757b46c0,634572800
shared-library,"/usr/lib/system/libsystem_coreservices.dylib",0x7fff757b62d0,0x7fff757b83eb,634572800
shared-library,"/usr/lib/system/libsystem_darwin.dylib",0x7fff757b9fda,0x7fff757bac44,634572800
shared-library,"/usr/lib/system/libsystem_dnssd.dylib",0x7fff757bbf3c,0x7fff757c04cd,634572800
shared-library,"/usr/lib/system/libsystem_info.dylib",0x7fff757c31f0,0x7fff7580841e,634572800
shared-library,"/usr/lib/system/libsystem_m.dylib",0x7fff75834140,0x7fff75864143,634572800
shared-library,"/usr/lib/system/libsystem_malloc.dylib",0x7fff75880250,0x7fff7589931f,634572800
shared-library,"/usr/lib/system/libsystem_network.dylib",0x7fff758a0b70,0x7fff759a2038,634572800
shared-library,"/usr/lib/system/libsystem_networkextension.dylib",0x7fff759d0cff,0x7fff759d882e,634572800
shared-library,"/usr/lib/system/libsystem_notify.dylib",0x7fff759dc148,0x7fff759e483e,634572800
shared-library,"/usr/lib/system/libsystem_sandbox.dylib",0x7fff759fa040,0x7fff759fc52d,634572800
shared-library,"/usr/lib/system/libsystem_secinit.dylib",0x7fff759fda1f,0x7fff759fe588,634572800
shared-library,"/usr/lib/system/libsystem_kernel.dylib",0x7fff7580cf10,0x7fff7582a75d,634572800
shared-library,"/usr/lib/system/libsystem_platform.dylib",0x7fff759e5820,0x7fff759eb38d,634572800
shared-library,"/usr/lib/system/libsystem_pthread.dylib",0x7fff759edf78,0x7fff759f610e,634572800
shared-library,"/usr/lib/system/libsystem_symptoms.dylib",0x7fff759ff938,0x7fff75a0531e,634572800
shared-library,"/usr/lib/system/libsystem_trace.dylib",0x7fff75a08094,0x7fff75a17c8d,634572800
shared-library,"/usr/lib/system/libunwind.dylib",0x7fff75a1c96c,0x7fff75a212a7,634572800
shared-library,"/usr/lib/system/libxpc.dylib",0x7fff75a239c0,0x7fff75a4483e,634572800
shared-library,"/usr/lib/closure/libclosured.dylib",0x7fff72eb8e80,0x7fff72ee3689,634572800
shared-library,"/usr/lib/libobjc.A.dylib",0x7fff74aab000,0x7fff74acc65a,634572800
shared-library,"/usr/lib/libc++abi.dylib",0x7fff7367f600,0x7fff7369dd64,634572800
shared-library,"/usr/lib/libDiagnosticMessagesClient.dylib",0x7fff7307cf08,0x7fff7307d90c,634572800
shared-library,"/usr/lib/libicucore.A.dylib",0x7fff74152fd4,0x7fff7430a2e6,634572800
shared-library,"/usr/lib/libz.1.dylib",0x7fff754c12d0,0x7fff754ccbe5,634572800
profiler,"begin",1000
tick,0x7fff7581f246,680,0,0x0,4
tick,0x7fff759e9f81,1658,0,0x0,4
tick,0x100694cd2,2973,0,0x0,4
current-time,11596303
current-time,11596400
current-time,11596584
current-time,11596628
tick,0x5f4d4cd354d,11596720,0,0x5f4d4ced720,0,0x7bffd34d597,0x7bffd34ce90
current-time,11596748
current-time,11596781
current-time,11596815
current-time,11596934
current-time,11596968
current-time,11597149
current-time,11597189
current-time,11597214
current-time,11597266
current-time,11597285
current-time,11597326
current-time,11597362
current-time,11597389
current-time,11597407
current-time,11597469
current-time,11597493
current-time,11597529
current-time,11597547
current-time,11597581
current-time,11597615
current-time,11597639
current-time,11597784
tick,0x100441ae6,11597809,0,0x7ffeefbf5458,0,0x10024070a,0x7bffd352c35,0x7bffd35225f,0x7bffd351f39,0x7bff3926d17,0x7bffd34ce76
current-time,11597841
current-time,11597883
current-time,11597930
current-time,11597951
current-time,11597990
current-time,11598029
current-time,11598058
current-time,11598076
current-time,11598140
current-time,11598164
current-time,11598198
current-time,11598217
current-time,11598234
current-time,11598265
current-time,11598556
tick,0x10047a61f,11599103,0,0x0,1
tick,0x10047a9e9,11600361,0,0x0,1
tick,0x10047b8dc,11601653,0,0x0,1
tick,0x10047a9e5,11602940,0,0x0,1
tick,0x1004bf410,11603978,0,0x0,3
current-time,11604060
current-time,11604105
current-time,11604133
code-creation,Handler,4,11604179,0x5f4d4d86360,225,"__proto__"
current-time,11604239
current-time,11604261
current-time,11604302
current-time,11604339
current-time,11604418
current-time,11604438
current-time,11604507
current-time,11604537
current-time,11604575
current-time,11604594
current-time,11604618
current-time,11604650
current-time,11604670
current-time,11604762
current-time,11604821
current-time,11604854
current-time,11604900
current-time,11604920
current-time,11604959
current-time,11604995
current-time,11605044
tick,0x7fff758828d8,11605073,1,0x10078bcc1,4,0x100219d2e,0x7bfe0478b61,0x7bfe04788c0,0x7bfe047405c,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd353fea,0x5f4d4c57d30,0x7bffd3536d9,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11605097
current-time,11605175
current-time,11605205
current-time,11605247
current-time,11605264
current-time,11605282
current-time,11605333
current-time,11605351
current-time,11605443
current-time,11605477
current-time,11605500
current-time,11605532
current-time,11605549
current-time,11605581
current-time,11605612
current-time,11605637
current-time,11605653
current-time,11605705
current-time,11605728
current-time,11605761
current-time,11605777
current-time,11605792
current-time,11605819
current-time,11605835
current-time,11605916
current-time,11605947
current-time,11605968
current-time,11605998
current-time,11606014
current-time,11606045
current-time,11606076
current-time,11606101
current-time,11606117
current-time,11606166
current-time,11606203
tick,0x5f4d4cd355d,11606236,0,0x5f4d4ced720,0,0x7bffd357cc3,0x7bffd355593,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11606261
current-time,11606288
current-time,11606320
current-time,11606362
current-time,11606382
current-time,11606480
current-time,11606516
current-time,11606539
current-time,11606574
current-time,11606592
current-time,11606625
current-time,11606659
current-time,11606685
current-time,11606701
current-time,11606757
current-time,11606780
current-time,11606813
current-time,11606829
current-time,11606845
current-time,11606874
current-time,11606890
current-time,11606978
current-time,11607011
current-time,11607033
current-time,11607064
current-time,11607080
current-time,11607111
current-time,11607142
current-time,11607168
current-time,11607187
current-time,11607238
current-time,11607262
current-time,11607308
current-time,11607323
current-time,11607338
current-time,11607365
current-time,11607386
tick,0x100503691,11607468,0,0x105803338,0,0x1002409de,0x7bffd3521ec,0x7bffd351f39,0x7bff3926d17,0x7bffd34ce76
current-time,11607485
current-time,11607516
current-time,11607538
current-time,11607569
current-time,11607585
current-time,11607617
current-time,11607648
current-time,11607673
current-time,11607689
current-time,11607739
current-time,11607761
current-time,11607793
current-time,11607808
current-time,11607823
current-time,11607850
current-time,11607869
current-time,11607948
current-time,11607978
current-time,11607999
current-time,11608029
current-time,11608045
current-time,11608075
current-time,11608106
current-time,11608131
current-time,11608150
current-time,11608197
current-time,11608219
current-time,11608251
current-time,11608266
current-time,11608281
current-time,11608307
current-time,11608332
current-time,11608412
current-time,11608442
current-time,11608463
current-time,11608494
current-time,11608510
current-time,11608541
current-time,11608572
current-time,11608597
current-time,11608617
current-time,11608665
tick,0x0,11608698,0,0x0,3
current-time,11608727
current-time,11608799
current-time,11608826
current-time,11608853
current-time,11608894
current-time,11608916
current-time,11609023
current-time,11609057
current-time,11609080
current-time,11609112
current-time,11609153
current-time,11609224
current-time,11609278
current-time,11609315
current-time,11609333
current-time,11609396
current-time,11609420
current-time,11609457
current-time,11609475
current-time,11609495
current-time,11609531
current-time,11609554
current-time,11609648
current-time,11609682
current-time,11609704
current-time,11609738
current-time,11609755
current-time,11609787
current-time,11609820
current-time,11609846
current-time,11609862
current-time,11609921
current-time,11609944
current-time,11609977
current-time,11609994
tick,0x7fff758292c2,11610027,0,0x7fff7576a796,0,0x10023124a,0x7bffd34c2db,0x7bffd358dfa,0x7bff3927345,0x7bff3926d39,0x7bffd34d5b4,0x7bffd34ce90
current-time,11610055
current-time,11610089
current-time,11610106
current-time,11610195
current-time,11610227
current-time,11610248
current-time,11610281
current-time,11610297
current-time,11610329
current-time,11610361
current-time,11610387
current-time,11610404
current-time,11610474
current-time,11610499
current-time,11610540
current-time,11610564
current-time,11610586
current-time,11610617
current-time,11610632
current-time,11610719
current-time,11610750
current-time,11610771
current-time,11610802
current-time,11610818
current-time,11610850
current-time,11610882
current-time,11610907
current-time,11610924
current-time,11610979
current-time,11611001
current-time,11611033
current-time,11611049
current-time,11611064
current-time,11611091
current-time,11611111
current-time,11611193
tick,0x100505ee1,11611276,0,0x105802870,0,0x1002409de,0x7bffd34d4da,0x7bffd34ce90
current-time,11611331
current-time,11611371
current-time,11611418
current-time,11611442
current-time,11611492
current-time,11611540
current-time,11611595
current-time,11611620
current-time,11611694
current-time,11611720
current-time,11611758
current-time,11611777
current-time,11611800
current-time,11611837
current-time,11611854
current-time,11611946
current-time,11611993
current-time,11612027
current-time,11612070
current-time,11612095
current-time,11612138
current-time,11612181
current-time,11612223
current-time,11612248
current-time,11612320
tick,0x10023146d,11612355,0,0x7ffeefbf4e60,0,0x10023124a,0x7bffd35557a,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11612372
current-time,11612412
current-time,11612477
current-time,11612497
current-time,11612533
current-time,11612557
current-time,11612656
current-time,11612702
current-time,11612733
current-time,11612792
current-time,11612822
current-time,11612905
current-time,11612962
current-time,11613003
current-time,11613020
current-time,11613081
current-time,11613108
current-time,11613150
current-time,11613172
current-time,11613196
current-time,11613235
current-time,11613258
current-time,11613403
tick,0x7fff758292c2,11613437,0,0x7fff7576a796,0,0x10023124a,0x7bffd34d434,0x7bffd34ce90
current-time,11613461
current-time,11613489
current-time,11613530
current-time,11613549
current-time,11613588
current-time,11613628
current-time,11613657
current-time,11613680
current-time,11613753
current-time,11613784
current-time,11613821
current-time,11613838
current-time,11613858
current-time,11613889
current-time,11613905
current-time,11614004
current-time,11614037
current-time,11614178
current-time,11614216
current-time,11614233
current-time,11614268
current-time,11614303
current-time,11614344
current-time,11614375
current-time,11614469
tick,0x5f4d4ce9f60,11614508,0,0x5f4d4cbf9ce,0,0x7bfe046fa86,0x7bffd3543df,0x7bffd3555ce,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11614549
current-time,11614595
current-time,11614611
current-time,11614630
current-time,11614662
current-time,11614680
current-time,11614777
current-time,11614810
current-time,11614831
current-time,11614867
current-time,11614883
current-time,11614915
current-time,11614946
current-time,11614971
current-time,11614987
current-time,11615036
current-time,11615057
current-time,11615088
current-time,11615104
current-time,11615124
current-time,11615160
current-time,11615177
current-time,11615274
current-time,11615306
current-time,11615327
current-time,11615358
current-time,11615374
current-time,11615405
current-time,11615436
current-time,11615461
current-time,11615476
current-time,11615535
current-time,11615588
tick,0x5f4d4cf70f2,11615613,0,0x5f4d4cbf9ce,0,0x7bfe047253e,0x5f4d4d8a0c9,0x7bfe046fae9,0x7bffd3543df,0x7bffd3555ce,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11615651
current-time,11615670
current-time,11615692
current-time,11615724
current-time,11615742
current-time,11615868
current-time,11615911
current-time,11615936
current-time,11615972
current-time,11615989
current-time,11616023
current-time,11616055
current-time,11616080
current-time,11616096
current-time,11616177
current-time,11616207
current-time,11616252
current-time,11616269
current-time,11616286
current-time,11616317
current-time,11616334
current-time,11616428
current-time,11616462
current-time,11616484
current-time,11616516
current-time,11616532
current-time,11616563
current-time,11616594
current-time,11616618
current-time,11616633
current-time,11616684
current-time,11616705
current-time,11616742
current-time,11616760
current-time,11616778
current-time,11616807
current-time,11616829
tick,0x7fff758292c2,11616868,0,0x7fff7576a796,0,0x10023124a,0x7bfe0475fe4,0x7bfe0474a1d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd343797,0x7bffd34d620,0x7bffd34ce90
current-time,11616958
current-time,11616990
current-time,11617012
current-time,11617043
current-time,11617064
current-time,11617103
current-time,11617135
current-time,11617170
current-time,11617196
current-time,11617266
current-time,11617294
current-time,11617334
current-time,11617352
current-time,11617377
current-time,11617407
current-time,11617424
current-time,11617523
current-time,11617555
current-time,11617612
current-time,11617680
current-time,11617716
current-time,11617788
current-time,11617848
current-time,11617917
current-time,11617963
tick,0x0,11618101,0,0x0,3
current-time,11618252
current-time,11618358
current-time,11618494
current-time,11618525
current-time,11618598
current-time,11618691
current-time,11618725
current-time,11618912
current-time,11618958
current-time,11618984
current-time,11619029
current-time,11619047
current-time,11619084
current-time,11619119
current-time,11619145
current-time,11619161
tick,0x1004416f8,11619220,1,0x1007a7e36,3,0x100219d2e,0x7bffd34d584,0x7bffd34ce90
current-time,11619260
current-time,11619288
current-time,11619333
current-time,11619367
current-time,11619402
current-time,11619471
current-time,11619506
current-time,11619840
current-time,11619930
current-time,11619979
current-time,11620081
current-time,11620118
current-time,11620184
current-time,11620246
current-time,11620297
current-time,11620317
current-time,11620814
tick,0x5f4d4ce7c8f,11620866,0,0x5f4d4cbf9ce,0,0x7bf8877b475,0x7bf8877abb1,0x7bf8877a17e,0x7bf88779b4e,0x7bf78808c05,0x7bffd35556f,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11620919
current-time,11621042
current-time,11621087
current-time,11621124
current-time,11621170
current-time,11621191
current-time,11621490
current-time,11621539
current-time,11621567
current-time,11621620
current-time,11621650
current-time,11621693
tick,0x7fff758292c2,11621759,0,0x7fff7576a796,0,0x10023124a,0x7bfe0475fe4,0x7bfe0474a1d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd353fcd,0x5f4d4c57d30,0x7bffd3536d9,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11621819
current-time,11621878
current-time,11621915
current-time,11622128
current-time,11622184
current-time,11622250
current-time,11622331
current-time,11622368
current-time,11622423
current-time,11622453
current-time,11622662
current-time,11622707
current-time,11622733
current-time,11622774
current-time,11622793
tick,0x10044161a,11622847,1,0x10078bcc1,3,0x100219d2e,0x7bfe0478b61,0x7bfe04788c0,0x7bfe047405c,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd353fb0,0x5f4d4c57d30,0x7bffd3536d9,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11622875
current-time,11622928
current-time,11622962
current-time,11622986
current-time,11623072
current-time,11623103
current-time,11623145
current-time,11623170
current-time,11623200
current-time,11623244
current-time,11623266
current-time,11623446
current-time,11623509
current-time,11623541
current-time,11623593
current-time,11623617
current-time,11623660
current-time,11623700
current-time,11623735
current-time,11623754
current-time,11623896
tick,0x7fff758292c2,11623944,0,0x7fff7576a796,0,0x10023124a,0x7bffd35557a,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11623976
current-time,11624082
current-time,11624113
current-time,11624134
current-time,11624178
current-time,11624204
current-time,11624333
current-time,11624370
current-time,11624402
current-time,11624438
current-time,11624455
current-time,11624492
current-time,11624536
current-time,11624571
current-time,11624618
current-time,11624720
current-time,11624756
current-time,11624802
current-time,11624828
current-time,11624853
current-time,11624889
current-time,11624908
tick,0x100542f68,11624988,0,0x0,3
current-time,11625052
current-time,11625091
current-time,11625117
current-time,11625158
current-time,11625178
current-time,11625217
current-time,11625254
current-time,11625292
current-time,11625316
current-time,11625407
current-time,11625442
current-time,11625486
current-time,11625509
current-time,11625539
current-time,11625574
current-time,11625595
current-time,11625775
current-time,11625813
current-time,11625840
current-time,11625882
current-time,11625903
current-time,11625941
current-time,11625976
current-time,11626006
current-time,11626024
tick,0x7fff758292c2,11626061,0,0x7fff7576a796,0,0x10023124a,0x7bfe0475fe4,0x7bfe0474a1d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd3537ea,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11626141
current-time,11626177
current-time,11626220
current-time,11626244
current-time,11626270
current-time,11626307
current-time,11626355
current-time,11626517
current-time,11626556
current-time,11626582
current-time,11626622
current-time,11626641
current-time,11626686
current-time,11626727
current-time,11626758
current-time,11626778
current-time,11626878
current-time,11626911
current-time,11626960
current-time,11626979
current-time,11627004
current-time,11627039
current-time,11627069
tick,0x5f4d4cbae8b,11627202,0,0x5f4d4cf48a5,0,0x7bff3926d17,0x7bffd34ce76
current-time,11627232
current-time,11627275
current-time,11627301
current-time,11627355
current-time,11627373
current-time,11627412
current-time,11627446
current-time,11627484
current-time,11627508
current-time,11627579
current-time,11627608
current-time,11627645
current-time,11627667
current-time,11627687
current-time,11627743
current-time,11627792
current-time,11627933
current-time,11628129
current-time,11628157
current-time,11628197
current-time,11628216
current-time,11628264
current-time,11628307
current-time,11628343
current-time,11628361
tick,0x7fff758292c2,11628418,0,0x7fff7576a796,0,0x10023124a,0x7bfe0475fe4,0x7bfe0474a1d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd3537ea,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11628490
current-time,11628524
current-time,11628567
current-time,11628584
current-time,11628602
current-time,11628636
current-time,11628655
current-time,11628761
current-time,11628800
current-time,11628828
current-time,11628862
current-time,11628879
current-time,11628917
current-time,11628969
current-time,11629012
current-time,11629039
current-time,11629121
current-time,11629154
current-time,11629223
current-time,11629247
current-time,11629272
current-time,11629307
current-time,11629327
tick,0x1005039a2,11629448,0,0x8,0,0x1002409de,0x7bffd3521ec,0x7bffd351f39,0x7bff3926d17,0x7bffd34ce76
current-time,11629488
current-time,11629529
current-time,11629553
current-time,11629589
current-time,11629605
current-time,11629638
current-time,11629670
current-time,11629700
current-time,11629722
current-time,11629827
current-time,11629859
current-time,11629901
current-time,11629924
current-time,11629951
current-time,11629989
current-time,11630007
current-time,11630119
current-time,11630161
current-time,11630186
current-time,11630220
current-time,11630236
current-time,11630269
current-time,11630307
current-time,11630338
current-time,11630363
tick,0x1004693dc,11630462,0,0x7bfadebaba9,0,0x1006471ff,0x7bf8877c1ae,0x7bf8877abcb,0x7bf8877a17e,0x7bf88779b4e,0x7bf78808c05,0x7bffd35556f,0x7bffd3552cc,0x7bffd35490b,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11630479
current-time,11630510
current-time,11630556
current-time,11630573
current-time,11630595
current-time,11630632
code-creation,Function,18,11630981,0x7bfd564e0f8,136,"Buffer buffer.js:147:16",0x7bff3912d80,~
code-creation,LazyCompile,18,11630998,0x7bfd564e0f8,136,"Buffer buffer.js:147:16",0x7bff3912d80,~
code-creation,Stub,3,11631118,0x5f4d4d86460,435,"CallApiCallbackStub"
code-creation,Stub,3,11631248,0x5f4d4d86620,435,"CallApiCallbackStub"
tick,0x1002d8362,11631766,0,0x7ffeefbf4df8,2,0x1005ffb1f,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd343797,0x7bffd34d620,0x7bffd34ce90
current-time,11631843
current-time,11631957
current-time,11632000
current-time,11632041
current-time,11632093
current-time,11632121
current-time,11632193
current-time,11632252
current-time,11632333
current-time,11632358
current-time,11632423
current-time,11632447
current-time,11632483
current-time,11632500
current-time,11632523
current-time,11632554
current-time,11632570
current-time,11632698
current-time,11632733
current-time,11632757
current-time,11632795
current-time,11632812
tick,0x5f4d4cecd7f,11632879,0,0x7bfaded3f69,0,0x7bfe046faae,0x7bffd3543df,0x7bffd353fcd,0x5f4d4c57d30,0x7bffd3536d9,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11632904
current-time,11632979
current-time,11633023
current-time,11633049
current-time,11633127
current-time,11633158
current-time,11633202
current-time,11633224
current-time,11633249
current-time,11633286
current-time,11633335
current-time,11633457
current-time,11633490
current-time,11633513
current-time,11633553
current-time,11633572
current-time,11633615
current-time,11633648
current-time,11633684
current-time,11633706
current-time,11633778
current-time,11633807
current-time,11633843
current-time,11633875
tick,0x7fff7581e6b1,11633895,0,0x7ffeefbf5570,0,0x10023124a,0x7bffd34c2db,0x7bffd358dfa,0x7bff3927345,0x7bff3926d39,0x7bffd34d5b4,0x7bffd34ce90
current-time,11633953
current-time,11633996
current-time,11634024
current-time,11634156
current-time,11634193
current-time,11634217
current-time,11634254
current-time,11634271
current-time,11634304
current-time,11634335
current-time,11634360
current-time,11634375
current-time,11634442
current-time,11634468
current-time,11634503
current-time,11634519
current-time,11634539
current-time,11634569
current-time,11634590
current-time,11634689
current-time,11634721
current-time,11634741
current-time,11634773
current-time,11634789
current-time,11634821
current-time,11634856
current-time,11634887
current-time,11634907
current-time,11634968
current-time,11634996
current-time,11635032
current-time,11635048
current-time,11635070
current-time,11635100
current-time,11635119
tick,0x10065a3a0,11635157,0,0x103810380,0,0x10065a628,0x5f4d4c66518,0x7bfe0478495,0x7bfe047822f,0x7bfe047788b,0x7bfe0474c6f,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd343797,0x7bffd34d620,0x7bffd34ce90
current-time,11635234
current-time,11635264
current-time,11635285
current-time,11635316
current-time,11635331
current-time,11635361
current-time,11635391
current-time,11635419
current-time,11635441
current-time,11635511
current-time,11635540
current-time,11635586
current-time,11635607
current-time,11635629
current-time,11635671
current-time,11635689
current-time,11635795
current-time,11635828
current-time,11635849
code-creation,Stub,3,11635877,0x5f4d4d867e0,940,"RecordWriteStub"
tick,0x0,11636458,0,0x0,3
tick,0x7fff758292c2,11637612,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff758292c2,11638915,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff758292c2,11640198,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff758292c2,11641495,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff75779e4e,11642766,0,0x7fffae1f61a8,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff758292c2,11644100,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
tick,0x7fff758292c2,11645390,0,0x7fff7576a796,2,0x100633162,0x7bfe047729e,0x7bfe04763ac,0x7bfe0474a5d,0x7bfe047400d,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3536c4,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
code-creation,LazyCompile,1,11645629,0x5f4d4d8b1c0,4692,"Console.log /Users/mdebarros/Documents/ModusDocs/Projects/MojaLoop/git/fork/central-services-shared/node_modules/winston/lib/winston/transports/console.js:91:34",0x7bf7887de68,*
current-time,11645694
current-time,11645721
current-time,11645760
current-time,11645791
current-time,11645818
current-time,11645834
current-time,11645907
current-time,11645936
current-time,11645973
current-time,11645991
current-time,11646012
current-time,11646042
current-time,11646058
current-time,11646164
current-time,11646198
current-time,11646219
current-time,11646249
current-time,11646265
current-time,11646294
current-time,11646322
current-time,11646345
current-time,11646360
tick,0x5f4d4ceca74,11646418,0,0x5f4d4cbf9ce,0,0x7bfe047935e,0x7bfe04791a2,0x5f4d4d8be74,0x7bfe0473bd4,0x5f4d4d8a570,0x7bfe046fae9,0x7bffd3543df,0x7bffd3537ea,0x5f4d4c7964b,0x7bfe046cfbf,0x1007a7e36,0x7bffd34d584,0x7bffd34ce90
current-time,11646440
current-time,11646470
current-time,11646516
current-time,11646538
current-time,11646561
current-time,11646607
current-time,11646644
current-time,11646775
current-time,11646809
current-time,11646831
current-time,11646863
current-time,11646879
current-time,11646909
current-time,11646942
current-time,11646969
current-time,11646984
current-time,11647052
current-time,11647083
